fraud,delivery_method,fb_published,ticket_type_length,gross_profits_dummie,channels,user_type,sale_duration2
False,0.0,1,False,3,6,4,60
False,1.0,0,False,2,0,3,42
False,1.0,0,False,3,0,1,31
False,0.0,0,False,2,8,4,63
False,1.0,0,False,2,4,3,39
False,1.0,0,False,1,8,1,139
False,1.0,0,False,4,11,4,56
False,0.0,0,False,2,0,1,65
False,0.0,0,False,2,6,4,30
False,0.0,0,False,1,0,1,104
False,3.0,0,False,1,5,1,35
False,0.0,0,False,2,0,1,34
False,0.0,0,False,4,13,1,23
False,1.0,1,False,3,8,4,16
False,0.0,0,False,3,8,3,26
False,1.0,0,False,4,5,3,33
False,0.0,0,False,4,6,3,23
False,0.0,0,False,1,11,4,40
False,1.0,0,False,2,0,4,118
False,0.0,0,False,1,12,1,21
False,0.0,0,False,2,8,4,32
False,0.0,0,False,1,5,4,16
False,1.0,1,False,4,11,4,62
False,0.0,0,False,1,0,1,17
False,1.0,0,False,3,11,1,61
False,0.0,0,False,1,0,3,52
False,1.0,0,False,3,8,3,25
False,0.0,0,False,1,13,3,17
False,1.0,0,False,2,5,3,50
False,0.0,0,False,4,11,3,162
True,0.0,0,False,0,5,1,7
False,0.0,0,False,1,8,3,34
False,0.0,0,False,3,0,3,1
False,0.0,0,False,3,6,1,77
False,0.0,0,False,4,0,3,2
False,0.0,0,False,1,8,3,13
False,0.0,0,False,4,0,3,75
False,0.0,0,False,2,0,4,53
False,0.0,0,False,2,8,3,20
False,0.0,1,False,3,11,3,52
False,0.0,0,False,2,5,3,12
False,0.0,0,False,1,5,3,3
False,0.0,0,False,1,11,1,1
False,1.0,0,False,3,5,4,57
False,0.0,0,False,2,0,1,38
False,0.0,0,False,2,8,3,44
False,0.0,1,False,2,0,4,28
False,0.0,0,False,3,5,3,31
False,0.0,0,False,1,5,1,13
False,1.0,0,False,3,8,4,40
False,1.0,1,False,4,4,4,34
False,3.0,0,False,1,11,1,43
False,0.0,0,False,4,6,3,73
False,0.0,0,False,2,8,3,45
False,0.0,0,False,2,11,1,48
False,0.0,1,False,0,0,3,2
False,0.0,0,False,1,0,3,1
False,0.0,0,False,1,8,3,34
False,0.0,0,False,3,0,3,28
False,0.0,1,False,3,0,3,34
False,1.0,0,False,2,10,3,70
False,1.0,0,False,3,8,3,9
False,1.0,0,False,2,11,3,3
False,1.0,1,False,3,8,4,45
False,0.0,0,False,2,11,1,14
False,1.0,0,False,2,5,1,73
False,0.0,0,False,1,11,1,58
False,0.0,0,False,2,0,3,15
False,1.0,0,False,3,8,4,87
False,1.0,0,False,4,5,3,42
False,1.0,0,False,4,11,1,67
False,0.0,0,False,3,8,1,85
False,1.0,0,False,4,5,3,20
False,0.0,0,False,0,6,4,52
False,1.0,0,False,2,4,1,29
False,0.0,0,False,4,0,3,36
False,0.0,0,False,3,4,1,90
True,0.0,0,True,0,0,3,40
False,1.0,1,False,3,8,3,31
False,0.0,0,False,3,6,1,27
False,0.0,0,False,0,5,1,61
False,0.0,0,False,4,0,3,61
False,1.0,0,False,4,8,4,57
False,1.0,0,False,3,0,3,12
False,1.0,0,False,4,10,3,32
False,0.0,0,False,3,0,4,7
False,0.0,0,False,3,11,1,57
False,1.0,0,False,2,0,4,11
False,1.0,0,False,4,6,3,72
False,0.0,0,False,3,0,4,43
False,0.0,1,False,3,4,1,20
False,0.0,0,False,2,4,3,24
False,0.0,0,False,2,0,3,34
False,1.0,0,False,1,0,4,1
False,0.0,1,False,2,6,3,36
False,1.0,1,False,2,8,1,24
True,0.0,0,False,0,0,3,40
False,0.0,0,False,4,8,1,63
False,0.0,0,False,2,5,3,22
False,1.0,0,False,3,0,4,0
False,0.0,0,False,1,0,1,7
False,0.0,0,False,0,0,3,29
False,1.0,0,False,3,5,3,48
False,1.0,0,False,2,4,4,2
True,0.0,0,False,0,13,3,40
False,0.0,1,False,3,0,3,23
False,0.0,1,False,2,11,3,21
False,1.0,0,False,4,8,3,49
False,1.0,0,False,3,5,1,0
False,0.0,0,False,4,11,4,27
False,0.0,0,False,2,12,3,50
False,0.0,0,False,2,5,4,40
False,1.0,0,False,2,0,3,33
False,0.0,0,False,3,0,4,8
False,0.0,0,False,3,0,3,11
False,0.0,0,False,3,0,3,0
False,0.0,1,False,1,8,3,47
False,1.0,1,False,4,6,4,41
False,0.0,0,False,3,4,3,40
False,0.0,0,False,4,8,1,22
False,0.0,0,False,4,8,1,25
False,0.0,0,False,3,8,3,26
False,0.0,1,False,2,8,3,24
False,0.0,1,False,3,0,1,34
False,0.0,1,False,3,11,3,49
False,0.0,0,False,2,0,1,27
False,1.0,0,False,3,6,3,9
False,0.0,0,False,2,0,1,4
False,0.0,0,False,1,13,1,6
False,0.0,1,False,2,0,1,34
False,1.0,0,False,2,5,3,22
False,0.0,0,False,2,0,4,2
False,0.0,0,False,2,6,3,25
False,0.0,0,False,1,12,1,18
False,0.0,0,False,2,0,1,1
True,0.0,0,False,0,0,3,1
True,0.0,0,False,0,13,3,1
False,0.0,0,False,1,0,3,4
True,0.0,0,False,0,5,3,2
True,0.0,0,False,0,0,4,0
True,0.0,0,False,0,0,4,6
False,0.0,0,False,3,11,1,10
True,0.0,0,False,0,0,4,1
True,1.0,0,False,0,13,3,29
False,1.0,0,False,4,11,3,193
False,0.0,1,False,4,6,3,66
False,0.0,0,False,4,8,3,187
False,0.0,0,False,3,5,3,181
False,0.0,0,False,3,5,1,70
False,0.0,0,False,4,5,4,57
False,0.0,0,False,4,5,3,18
False,0.0,0,False,3,0,4,0
False,1.0,1,False,4,11,3,99
False,1.0,0,False,4,11,3,106
False,0.0,1,False,3,11,3,17
False,1.0,0,False,4,11,3,106
False,0.0,0,False,4,11,3,42
False,1.0,0,False,3,11,3,94
False,1.0,0,False,2,8,1,26
False,1.0,0,False,4,0,3,130
False,0.0,0,False,2,8,1,51
False,0.0,1,False,1,8,3,46
True,0.0,0,False,2,5,1,6
False,0.0,0,False,3,5,3,73
False,1.0,1,False,4,11,3,139
False,1.0,0,False,2,13,3,62
False,1.0,1,False,2,5,4,0
False,0.0,0,False,3,4,4,35
False,0.0,0,False,1,8,1,44
False,1.0,1,False,4,6,3,368
True,0.0,0,False,0,6,1,2
False,0.0,0,False,4,11,1,63
False,0.0,0,False,4,0,4,42
False,1.0,0,False,2,5,3,5
False,0.0,0,False,4,5,3,12
False,1.0,0,False,4,6,3,51
False,1.0,0,False,3,0,3,39
True,0.0,0,False,0,8,1,3
False,1.0,0,False,4,10,3,40
True,0.0,0,False,1,6,3,30
False,0.0,0,False,3,11,3,406
False,0.0,0,False,1,0,3,77
False,1.0,0,False,2,5,3,107
False,1.0,0,False,2,8,3,8
False,0.0,0,False,2,8,3,33
False,1.0,0,False,2,11,4,26
False,0.0,0,False,3,8,3,56
False,0.0,0,False,2,4,4,39
False,1.0,1,False,2,8,4,58
False,1.0,0,False,2,5,3,35
False,1.0,0,False,3,6,4,4
False,1.0,0,False,1,8,3,28
False,0.0,0,False,3,0,4,0
False,0.0,0,False,4,5,1,38
False,1.0,1,False,4,8,3,107
False,0.0,0,False,3,4,4,70
False,1.0,0,False,4,8,1,30
False,1.0,0,False,4,11,1,91
False,1.0,0,False,3,11,4,167
False,0.0,0,False,4,6,4,99
False,0.0,0,False,1,5,3,26
False,0.0,0,False,2,5,3,122
False,1.0,0,False,2,8,3,47
False,0.0,0,False,4,8,3,107
False,0.0,0,False,2,11,3,27
False,1.0,0,False,4,11,4,93
False,0.0,0,False,4,5,3,79
False,0.0,0,False,3,5,1,17
True,0.0,0,False,0,0,1,15
False,1.0,1,False,2,0,3,35
False,1.0,0,False,3,11,3,27
False,1.0,0,False,3,0,3,48
False,0.0,1,False,1,5,3,41
False,1.0,0,False,3,0,3,51
False,0.0,0,False,3,5,3,13
False,1.0,0,False,4,11,3,732
False,1.0,1,False,2,6,1,1
True,0.0,0,False,0,8,1,2
False,0.0,0,False,3,5,4,38
False,1.0,0,False,3,5,3,18
False,1.0,0,False,4,5,1,127
False,1.0,0,False,4,0,3,40
False,0.0,0,False,4,8,3,57
False,0.0,0,False,3,11,3,38
False,0.0,0,False,2,8,3,17
False,0.0,0,False,1,0,4,15
True,1.0,0,False,1,5,3,10
False,1.0,0,False,2,8,4,27
False,0.0,0,False,3,6,3,43
False,0.0,1,False,2,6,3,99
False,1.0,1,False,2,8,3,36
False,0.0,0,False,3,5,3,15
False,1.0,0,False,4,11,1,15
False,1.0,0,False,4,11,3,53
False,0.0,0,False,2,5,4,15
False,0.0,0,False,2,4,1,13
False,0.0,0,False,4,11,1,66
False,0.0,0,False,3,10,4,40
False,0.0,0,False,3,6,3,23
False,0.0,1,False,4,11,4,41
False,0.0,0,False,1,12,3,13
False,0.0,0,False,2,12,3,14
False,1.0,1,False,2,11,3,17
False,1.0,0,False,4,6,3,24
False,0.0,1,False,2,6,1,57
False,0.0,0,False,3,5,3,22
False,1.0,0,False,3,4,4,161
True,0.0,0,False,0,0,1,0
False,1.0,1,False,4,8,4,12
False,1.0,0,False,2,5,3,3
True,0.0,0,False,0,0,1,5
False,1.0,0,False,4,0,4,1
False,0.0,0,False,4,6,1,44
True,0.0,0,False,0,5,1,1
True,0.0,0,False,3,6,1,1
False,0.0,0,False,3,11,3,25
False,0.0,0,False,1,6,3,9
False,1.0,0,False,1,6,3,494
False,0.0,0,False,3,8,3,4
False,0.0,0,False,1,8,3,7
False,0.0,0,False,4,0,1,209
False,0.0,0,False,1,0,4,7
False,1.0,0,False,3,0,1,47
False,0.0,1,False,2,11,4,44
False,0.0,0,False,2,12,1,29
False,1.0,0,False,4,0,3,36
False,1.0,0,False,2,8,3,22
False,0.0,0,False,4,0,1,192
False,0.0,0,False,2,8,1,25
False,1.0,0,False,3,5,3,126
False,0.0,0,False,2,5,1,29
False,0.0,0,False,3,11,4,135
False,0.0,0,False,3,11,3,20
False,0.0,0,False,0,8,1,15
False,0.0,0,False,3,11,1,52
False,1.0,0,False,2,0,1,24
False,1.0,0,False,3,11,1,48
False,0.0,0,False,2,11,4,37
False,1.0,0,False,4,0,1,167
False,0.0,0,False,3,6,1,11
False,0.0,1,False,3,8,3,75
False,0.0,0,False,2,11,1,47
False,1.0,1,False,4,4,4,34
False,0.0,0,False,3,11,3,67
False,0.0,1,False,2,8,1,67
False,0.0,0,False,3,11,4,59
True,0.0,0,False,4,8,1,2
False,1.0,1,False,2,8,4,36
False,1.0,0,False,4,6,3,4
False,1.0,0,False,4,12,1,22
False,0.0,0,False,4,5,3,95
False,1.0,0,False,3,11,1,58
False,0.0,0,False,4,11,4,29
False,0.0,0,False,4,8,4,62
False,1.0,0,False,4,0,3,18
False,1.0,1,False,3,11,3,41
True,0.0,0,False,3,6,3,0
False,0.0,0,False,4,8,3,141
False,0.0,0,False,2,0,4,4
False,1.0,0,False,4,11,1,116
False,1.0,0,False,4,8,3,146
False,0.0,0,False,1,5,1,21
True,0.0,0,False,4,6,3,0
False,0.0,0,False,3,8,3,17
False,0.0,0,False,3,8,3,42
False,0.0,0,False,3,8,3,40
False,1.0,0,False,4,0,3,0
False,1.0,0,False,4,0,3,204
False,3.0,0,False,2,8,3,29
False,0.0,0,False,2,4,3,15
False,1.0,0,False,4,11,1,32
False,1.0,0,False,4,8,3,86
True,0.0,0,False,3,10,1,1
True,0.0,0,False,0,5,1,26
False,0.0,0,False,3,8,1,70
False,1.0,0,False,0,13,1,60
False,0.0,0,False,3,6,3,24
True,0.0,0,False,3,6,3,0
True,0.0,0,False,3,6,3,0
False,0.0,0,False,4,8,1,16
False,0.0,0,False,3,8,1,9
False,0.0,0,False,2,8,3,33
False,0.0,0,False,2,11,1,18
False,0.0,0,False,2,8,3,28
False,0.0,0,False,3,8,1,105
False,0.0,0,False,2,8,3,21
False,1.0,0,False,1,5,3,36
False,0.0,0,False,4,6,3,179
False,0.0,0,False,2,8,3,22
False,1.0,0,False,1,0,4,75
True,1.0,0,False,2,5,4,19
False,0.0,0,False,2,8,3,6
False,1.0,0,False,2,5,1,25
False,1.0,0,False,3,4,3,63
False,0.0,0,False,1,8,1,84
False,1.0,0,False,4,8,4,88
False,0.0,1,False,4,5,3,72
True,0.0,0,False,0,11,1,2
True,0.0,0,False,0,5,1,6
False,0.0,0,False,1,8,1,13
False,0.0,0,False,2,5,1,61
False,0.0,0,False,2,11,1,44
False,1.0,0,False,1,5,4,22
False,0.0,0,False,1,5,4,12
False,0.0,0,False,2,13,3,38
False,0.0,0,False,1,13,3,52
False,3.0,0,False,4,11,3,76
False,1.0,0,False,2,11,3,41
False,1.0,0,False,4,6,3,57
False,1.0,0,False,3,0,3,79
False,0.0,0,False,1,11,3,77
False,0.0,0,False,2,0,1,7
False,0.0,0,False,3,8,4,30
False,0.0,0,False,3,12,1,60
False,1.0,0,False,4,8,3,129
False,0.0,0,False,1,8,4,30
False,1.0,0,False,4,11,4,127
False,1.0,0,False,4,11,4,99
False,1.0,0,False,4,5,4,39
True,0.0,0,True,0,0,1,40
False,0.0,0,False,4,6,3,37
False,0.0,0,False,2,0,3,17
False,1.0,0,False,3,11,3,51
False,1.0,0,False,2,5,4,59
False,0.0,0,False,2,8,3,70
False,1.0,0,False,2,11,3,76
False,1.0,0,False,4,0,4,47
False,0.0,0,False,4,11,4,159
False,0.0,0,False,2,5,4,22
False,1.0,0,False,2,10,4,49
False,0.0,0,False,3,8,4,51
False,1.0,0,False,4,8,3,3
False,0.0,0,False,2,6,1,218
False,1.0,0,False,3,0,3,62
False,0.0,0,False,4,6,1,34
False,0.0,0,False,2,0,1,10
False,0.0,0,False,3,8,1,24
False,1.0,0,False,2,13,3,64
False,1.0,0,False,3,5,3,59
False,0.0,1,False,1,5,3,9
False,0.0,0,False,3,8,1,6
True,0.0,0,False,0,8,1,4
False,1.0,1,False,3,8,3,23
False,1.0,0,False,2,6,4,24
False,1.0,0,False,3,8,1,46
False,0.0,0,False,4,12,1,187
False,0.0,0,False,1,8,3,12
False,0.0,0,False,3,11,3,145
False,0.0,0,False,2,11,1,37
False,1.0,1,False,2,8,3,33
False,1.0,0,False,1,8,3,29
False,0.0,0,False,2,11,3,10
False,1.0,0,False,4,4,3,42
False,0.0,1,False,4,5,3,21
False,0.0,0,False,2,4,1,95
False,0.0,0,False,3,6,3,8
False,0.0,0,False,4,8,1,305
False,1.0,0,False,2,8,4,68
False,1.0,0,False,4,8,3,275
False,1.0,0,False,3,5,3,45
False,1.0,0,False,4,8,3,327
False,1.0,0,False,3,8,1,126
False,0.0,1,False,1,6,4,3
False,0.0,0,False,1,5,3,37
False,0.0,0,False,3,8,1,27
False,0.0,0,False,2,0,3,13
False,1.0,1,False,2,5,3,36
True,0.0,0,False,0,0,3,2
False,1.0,0,False,3,11,3,87
False,1.0,0,False,2,0,4,38
False,1.0,0,False,4,11,3,31
False,1.0,0,False,4,11,3,38
False,0.0,0,False,2,8,3,31
False,0.0,0,False,2,11,3,109
True,0.0,0,False,0,8,1,3
False,1.0,0,False,4,9,3,114
False,1.0,0,False,3,11,4,26
False,1.0,0,False,1,5,3,30
False,0.0,0,False,1,8,3,2
False,1.0,0,False,4,13,1,102
True,0.0,1,False,0,4,1,51
False,0.0,0,False,2,11,4,121
False,0.0,1,False,2,0,1,30
True,0.0,0,False,0,8,1,4
False,0.0,0,False,2,4,3,33
False,0.0,0,False,2,8,3,162
False,0.0,0,False,4,11,3,45
False,0.0,0,False,2,8,3,190
False,1.0,0,False,2,8,3,41
False,0.0,0,False,3,5,4,15
False,0.0,0,False,4,8,1,16
False,1.0,1,False,3,6,3,21
False,1.0,0,False,4,8,3,154
False,1.0,0,False,0,0,3,0
False,0.0,0,False,4,8,3,44
False,3.0,0,False,0,11,3,45
False,1.0,0,False,3,6,4,52
False,1.0,0,False,3,8,3,112
False,0.0,0,False,3,6,3,10
False,0.0,0,False,4,5,1,34
False,0.0,1,False,4,5,4,67
False,1.0,0,False,3,0,3,0
False,0.0,0,False,2,4,3,9
False,1.0,1,False,4,6,3,31
False,1.0,0,False,3,0,3,22
False,1.0,0,False,2,12,3,0
False,0.0,0,False,1,0,3,32
False,3.0,1,False,3,5,3,33
True,0.0,0,False,0,5,1,0
False,1.0,0,False,4,0,3,117
False,1.0,0,False,3,0,3,71
False,1.0,0,False,4,11,3,61
False,0.0,0,False,3,8,3,15
False,1.0,1,False,4,8,3,136
False,1.0,0,False,3,8,4,43
False,0.0,0,False,3,0,4,8
False,1.0,0,False,4,8,3,244
False,0.0,0,False,2,11,4,22
False,0.0,0,False,2,8,1,166
True,0.0,0,False,0,11,1,8
False,0.0,0,False,3,11,3,44
False,0.0,0,False,4,6,3,139
False,0.0,0,False,2,5,1,87
False,0.0,1,False,1,11,1,100
False,1.0,0,False,3,0,3,16
True,0.0,0,False,0,5,1,5
False,1.0,0,False,2,0,3,17
False,0.0,0,False,3,11,3,21
False,0.0,0,False,1,0,1,8
False,0.0,0,False,3,0,1,53
False,0.0,0,False,1,12,1,2
False,0.0,0,False,2,4,1,27
False,1.0,0,False,2,6,3,15
False,1.0,0,False,4,6,3,12
False,0.0,0,False,4,5,4,94
False,1.0,0,False,4,11,3,67
False,0.0,0,False,1,12,3,8
False,1.0,0,False,3,12,3,60
False,1.0,0,False,4,8,1,28
False,1.0,1,False,4,8,4,20
False,0.0,0,False,2,5,1,46
False,1.0,0,False,4,0,1,89
False,1.0,0,False,2,13,3,66
False,0.0,0,False,1,0,1,65
False,1.0,0,False,3,11,1,37
False,1.0,0,False,4,5,3,104
False,1.0,0,False,4,0,4,273
False,0.0,0,False,1,6,3,17
False,0.0,0,False,0,11,1,28
False,1.0,0,False,4,0,3,254
False,1.0,1,False,2,8,4,13
False,1.0,0,False,4,8,3,58
False,0.0,0,False,0,0,1,43
False,0.0,0,False,3,8,4,127
False,1.0,0,False,3,10,3,176
True,0.0,0,False,0,5,1,0
False,1.0,1,False,1,8,3,25
False,0.0,1,False,3,11,4,41
False,0.0,0,False,3,0,4,18
False,3.0,0,False,0,0,3,77
False,0.0,0,False,3,5,3,37
False,1.0,0,False,4,0,1,127
False,0.0,0,False,1,5,1,45
False,0.0,0,False,3,6,3,148
False,1.0,0,False,4,0,4,39
False,1.0,1,False,4,6,3,55
False,1.0,0,False,3,5,4,51
False,0.0,0,False,2,6,1,27
True,0.0,0,False,0,0,1,3
False,0.0,0,False,3,8,1,34
False,0.0,1,False,0,11,4,15
False,0.0,1,False,3,0,1,40
False,0.0,0,False,1,0,1,87
False,1.0,0,False,4,8,3,15
False,0.0,0,False,1,0,3,2
False,1.0,0,False,2,0,4,1
False,1.0,0,False,4,11,4,69
False,0.0,1,False,1,11,4,39
False,1.0,0,False,4,0,1,38
False,0.0,0,False,1,11,4,29
False,0.0,0,False,2,8,1,55
False,0.0,0,False,2,8,3,9
False,0.0,0,False,4,8,3,74
False,1.0,0,False,4,6,3,21
False,1.0,0,False,1,6,3,32
False,0.0,0,False,2,8,1,11
False,1.0,0,False,2,5,3,27
False,0.0,1,False,3,11,3,67
True,0.0,0,False,0,0,1,25
False,0.0,0,False,0,0,1,0
False,0.0,0,False,1,6,4,8
False,1.0,0,False,4,0,3,153
False,0.0,0,False,1,0,3,0
False,1.0,0,False,2,6,3,40
False,0.0,0,False,3,0,3,10
False,0.0,0,False,2,5,1,73
False,0.0,0,False,3,11,1,67
False,3.0,0,False,2,6,3,58
False,3.0,0,False,2,6,3,44
False,0.0,1,False,4,8,1,48
False,0.0,0,False,2,11,4,15
False,0.0,0,False,2,6,1,96
False,0.0,0,False,3,6,4,45
False,0.0,0,False,2,8,4,55
False,1.0,0,False,4,0,3,116
False,0.0,0,False,2,5,4,14
False,0.0,0,False,4,8,1,16
False,1.0,0,False,3,0,1,66
False,1.0,1,False,4,6,3,11
False,1.0,0,False,2,8,4,30
False,0.0,0,False,2,0,4,20
False,1.0,0,False,2,6,1,60
False,0.0,1,False,2,8,3,40
False,1.0,1,False,3,11,3,12
False,0.0,0,False,2,0,3,41
False,1.0,0,False,4,11,3,107
False,0.0,1,False,3,8,3,26
False,0.0,0,False,4,8,3,8
False,0.0,0,False,1,13,1,0
False,0.0,0,False,1,0,3,23
False,1.0,0,False,4,5,3,115
False,1.0,0,False,3,8,3,20
False,1.0,0,False,4,0,4,31
False,0.0,0,False,4,0,1,94
True,0.0,0,False,2,0,1,0
False,1.0,1,False,2,0,3,16
False,1.0,0,False,4,0,4,63
False,0.0,0,False,3,0,4,43
False,0.0,0,False,1,5,4,32
False,0.0,0,False,1,0,1,17
False,1.0,0,False,4,8,3,92
False,0.0,0,False,2,0,3,20
False,0.0,1,False,2,4,4,19
False,0.0,1,False,2,5,3,22
False,1.0,0,False,1,8,4,7
False,0.0,0,False,2,0,1,39
False,0.0,0,False,2,8,1,47
False,0.0,0,False,2,0,3,22
False,0.0,0,False,3,8,4,48
False,3.0,0,False,3,0,3,28
False,0.0,0,False,2,6,4,9
False,0.0,0,False,2,12,3,36
False,1.0,1,False,2,8,3,33
False,0.0,0,False,0,12,3,58
False,0.0,1,False,3,11,4,30
False,0.0,1,False,4,11,4,56
False,1.0,1,False,0,4,3,1
False,0.0,0,False,4,8,1,81
False,0.0,0,False,3,11,1,105
False,1.0,0,False,2,10,4,9
False,1.0,0,False,4,11,3,140
False,0.0,0,False,2,12,3,18
False,0.0,0,False,3,0,1,6
False,0.0,0,False,2,6,3,22
False,0.0,0,False,2,6,1,26
False,1.0,0,False,2,0,3,26
False,0.0,0,False,2,8,1,88
False,0.0,0,False,1,0,3,19
True,0.0,0,False,0,0,3,1
False,1.0,0,False,3,5,3,177
False,1.0,0,False,3,5,3,25
False,1.0,0,False,4,8,3,35
False,0.0,0,False,3,11,4,71
False,0.0,1,False,3,0,4,77
False,0.0,0,False,2,0,3,19
False,0.0,0,False,4,8,3,79
True,0.0,0,False,0,0,1,2
False,0.0,0,False,2,0,4,17
False,0.0,0,False,3,0,3,24
False,1.0,0,False,4,5,3,16
False,0.0,0,False,2,5,4,22
False,0.0,0,False,3,8,3,22
False,0.0,0,False,1,5,1,56
False,1.0,0,False,2,12,3,57
False,0.0,0,False,1,5,1,45
False,0.0,0,False,0,5,1,17
False,1.0,0,False,2,11,4,0
False,0.0,0,False,3,8,4,37
False,0.0,0,False,4,5,1,30
False,1.0,0,False,4,0,4,38
False,0.0,0,False,3,4,3,39
False,0.0,0,False,4,6,3,32
False,0.0,0,False,1,5,3,16
False,1.0,0,False,3,5,3,13
False,0.0,1,False,2,12,1,24
False,0.0,0,False,4,11,4,23
False,0.0,0,False,3,11,4,24
False,0.0,0,False,2,0,3,13
False,0.0,0,False,2,5,1,22
False,0.0,0,False,3,5,3,21
False,0.0,1,False,4,13,3,8
False,0.0,0,False,1,0,3,6
False,1.0,0,False,1,11,4,12
False,1.0,1,False,4,5,3,20
False,0.0,0,False,4,0,4,0
True,0.0,0,False,0,5,1,2
False,0.0,0,False,3,4,1,5
True,0.0,0,True,0,0,4,40
True,0.0,0,False,0,0,4,3
False,0.0,0,False,2,0,1,12
False,3.0,1,False,2,8,4,0
True,0.0,0,False,0,13,1,40
True,0.0,0,True,0,0,1,40
True,4.0,0,False,1,0,3,16
True,4.0,0,False,1,0,3,18
False,0.0,0,False,3,0,3,23
False,1.0,1,False,4,5,3,81
False,1.0,0,False,4,11,3,115
False,1.0,1,False,2,8,4,76
False,1.0,1,False,3,8,4,188
False,0.0,0,False,4,6,3,50
False,0.0,0,False,1,0,1,18
False,1.0,0,False,4,11,3,66
False,1.0,0,False,4,11,3,107
False,1.0,0,False,3,8,3,49
False,0.0,0,False,1,5,3,37
False,1.0,0,False,3,6,4,4
False,1.0,1,False,3,5,3,42
False,0.0,0,False,3,11,3,60
False,0.0,0,False,3,6,4,69
False,0.0,0,False,2,8,3,34
False,0.0,0,False,2,8,3,9
False,0.0,0,False,4,5,3,53
False,0.0,1,False,3,5,4,45
True,0.0,0,False,3,11,3,0
False,0.0,0,False,2,11,3,25
False,1.0,0,False,2,8,3,15
False,1.0,0,False,3,0,3,27
False,0.0,0,False,3,5,4,55
False,1.0,0,False,3,0,3,36
False,0.0,0,False,3,8,3,6
False,0.0,0,False,2,11,3,37
False,0.0,0,False,3,12,3,88
False,0.0,0,False,2,8,3,21
False,1.0,0,False,3,8,3,298
False,0.0,1,False,2,13,1,57
False,0.0,1,False,1,5,4,18
False,0.0,0,False,2,5,3,13
False,1.0,1,False,2,11,3,232
False,1.0,1,False,1,11,3,12
False,1.0,0,False,3,8,3,310
False,0.0,0,False,1,5,3,7
False,1.0,0,False,4,8,1,79
False,0.0,0,False,2,11,4,5
False,0.0,0,False,4,6,3,48
False,1.0,0,False,2,5,3,115
False,0.0,0,False,1,0,3,61
False,1.0,0,False,4,11,3,75
True,0.0,0,False,1,5,1,22
True,0.0,0,False,3,11,3,0
False,0.0,0,False,1,5,4,63
False,0.0,0,False,4,11,3,27
False,1.0,0,False,2,8,3,31
False,0.0,0,False,2,8,3,15
False,1.0,0,False,3,11,4,31
False,1.0,0,False,4,0,4,13
False,1.0,0,False,2,8,3,33
False,1.0,0,False,4,5,3,848
False,1.0,0,False,3,8,3,33
False,0.0,0,False,2,5,3,56
False,1.0,0,False,4,11,3,33
False,0.0,0,False,3,5,1,37
False,1.0,0,False,2,8,5,69
False,0.0,0,False,3,8,3,23
False,0.0,0,False,4,6,1,92
False,1.0,0,False,3,11,1,52
False,0.0,0,False,3,8,3,52
False,0.0,0,False,4,0,3,134
False,1.0,0,False,3,8,3,68
False,1.0,0,False,1,11,4,107
False,1.0,0,False,2,0,4,56
False,0.0,0,False,2,6,3,24
False,0.0,0,False,3,6,4,23
True,0.0,0,True,0,0,1,40
False,0.0,0,False,1,5,3,77
False,1.0,0,False,3,8,1,15
False,3.0,0,False,4,12,3,33
False,0.0,0,False,3,8,1,47
False,0.0,0,False,2,8,3,54
False,0.0,0,False,2,8,3,53
False,0.0,0,False,4,0,3,2
False,1.0,0,False,4,8,3,32
False,0.0,0,False,3,11,4,38
False,0.0,0,False,3,4,3,52
False,0.0,0,False,2,5,3,103
False,1.0,0,False,1,8,3,47
False,1.0,0,False,2,11,3,24
False,1.0,0,False,1,8,3,25
False,0.0,0,False,3,5,3,34
False,0.0,0,False,1,6,3,35
False,0.0,0,False,1,8,1,35
False,1.0,0,False,4,11,3,43
False,0.0,0,False,2,8,3,43
False,0.0,0,False,1,5,3,17
False,1.0,0,False,4,11,1,23
False,0.0,1,False,3,11,1,34
False,0.0,0,False,2,5,3,41
False,1.0,0,False,4,4,4,49
False,0.0,0,False,2,11,3,28
False,1.0,0,False,4,8,3,47
False,1.0,0,False,1,10,3,55
False,1.0,0,False,4,0,1,26
False,0.0,0,False,3,11,4,44
False,0.0,1,False,4,8,4,47
False,0.0,0,False,3,8,1,33
False,1.0,0,False,3,0,3,16
False,0.0,0,False,4,5,4,64
False,0.0,0,False,1,0,4,3
True,0.0,0,False,0,6,1,4
False,1.0,0,False,4,11,3,25
False,0.0,0,False,1,8,3,91
False,0.0,0,False,4,8,1,162
True,0.0,0,False,2,11,3,20
False,0.0,0,False,4,13,3,43
False,0.0,1,False,1,11,3,4
True,0.0,0,False,0,0,1,1
True,0.0,0,False,3,6,1,5
False,1.0,0,False,2,4,3,10
False,0.0,0,False,4,0,1,154
False,1.0,0,False,4,11,3,105
False,0.0,0,False,2,4,4,90
False,0.0,1,False,3,13,1,29
False,1.0,0,False,4,5,3,193
False,0.0,0,False,2,4,3,24
False,0.0,0,False,2,0,3,2
False,0.0,0,False,1,4,3,40
False,1.0,0,False,4,11,3,50
False,0.0,0,False,2,0,3,3
False,1.0,0,False,1,6,3,10
False,0.0,0,False,0,11,3,29
False,0.0,0,False,2,8,1,22
False,0.0,0,False,4,11,3,58
False,0.0,0,False,2,8,3,78
False,0.0,0,False,2,8,3,48
False,0.0,0,False,1,8,3,77
