,fraud,delivery_method,fb_published,ticket_type_length,gross_profits_dummie,channels,user_type,sale_duration2
2663,False,1.0,0,False,4,0,3,0
2664,False,1.0,0,False,4,0,3,204
2665,False,3.0,0,False,2,8,3,29
2666,False,0.0,0,False,2,4,3,15
2667,False,1.0,0,False,4,11,1,32
2668,False,1.0,0,False,4,8,3,86
2669,True,0.0,0,False,3,10,1,1
2670,True,0.0,0,False,0,5,1,26
2671,False,0.0,0,False,3,8,1,70
2672,False,1.0,0,False,0,13,1,60
2673,False,0.0,0,False,3,6,3,24
2674,True,0.0,0,False,3,6,3,0
2675,True,0.0,0,False,3,6,3,0
2676,False,0.0,0,False,4,8,1,16
2677,False,0.0,0,False,3,8,1,9
2678,False,0.0,0,False,2,8,3,33
2679,False,0.0,0,False,2,11,1,18
2680,False,0.0,0,False,2,8,3,28
2681,False,0.0,0,False,3,8,1,105
2682,False,0.0,0,False,2,8,3,21
2683,False,1.0,0,False,1,5,3,36
2684,False,0.0,0,False,4,6,3,179
2685,False,0.0,0,False,2,8,3,22
2686,False,1.0,0,False,1,0,4,75
2687,True,1.0,0,False,2,5,4,19
2688,False,0.0,0,False,2,8,3,6
2689,False,1.0,0,False,2,5,1,25
2690,False,1.0,0,False,3,4,3,63
2691,False,0.0,0,False,1,8,1,84
2692,False,1.0,0,False,4,8,4,88
2693,False,0.0,1,False,4,5,3,72
2694,True,0.0,0,False,0,11,1,2
2695,True,0.0,0,False,0,5,1,6
2696,False,0.0,0,False,1,8,1,13
2697,False,0.0,0,False,2,5,1,61
2698,False,0.0,0,False,2,11,1,44
2699,False,1.0,0,False,1,5,4,22
2700,False,0.0,0,False,1,5,4,12
2701,False,0.0,0,False,2,13,3,38
2702,False,0.0,0,False,1,13,3,52
2703,False,3.0,0,False,4,11,3,76
2704,False,1.0,0,False,2,11,3,41
2705,False,1.0,0,False,4,6,3,57
2706,False,1.0,0,False,3,0,3,79
2707,False,0.0,0,False,1,11,3,77
2708,False,0.0,0,False,2,0,1,7
2709,False,0.0,0,False,3,8,4,30
2710,False,0.0,0,False,3,12,1,60
2711,False,1.0,0,False,4,8,3,129
2712,False,0.0,0,False,1,8,4,30
2713,False,1.0,0,False,4,11,4,127
2714,False,1.0,0,False,4,11,4,99
2715,False,1.0,0,False,4,5,4,39
2716,True,0.0,0,True,0,0,1,40
2717,False,0.0,0,False,4,6,3,37
2718,False,0.0,0,False,2,0,3,17
2719,False,1.0,0,False,3,11,3,51
2720,False,1.0,0,False,2,5,4,59
2721,False,0.0,0,False,2,8,3,70
2722,False,1.0,0,False,2,11,3,76
2723,False,1.0,0,False,4,0,4,47
2724,False,0.0,0,False,4,11,4,159
2725,False,0.0,0,False,2,5,4,22
2726,False,1.0,0,False,2,10,4,49
2727,False,0.0,0,False,3,8,4,51
2728,False,1.0,0,False,4,8,3,3
2729,False,0.0,0,False,2,6,1,218
2730,False,1.0,0,False,3,0,3,62
2731,False,0.0,0,False,4,6,1,34
2732,False,0.0,0,False,2,0,1,10
2733,False,0.0,0,False,3,8,1,24
2734,False,1.0,0,False,2,13,3,64
2735,False,1.0,0,False,3,5,3,59
2736,False,0.0,1,False,1,5,3,9
2737,False,0.0,0,False,3,8,1,6
2738,True,0.0,0,False,0,8,1,4
2739,False,1.0,1,False,3,8,3,23
2740,False,1.0,0,False,2,6,4,24
2741,False,1.0,0,False,3,8,1,46
2742,False,0.0,0,False,4,12,1,187
2743,False,0.0,0,False,1,8,3,12
2744,False,0.0,0,False,3,11,3,145
2745,False,0.0,0,False,2,11,1,37
2746,False,1.0,1,False,2,8,3,33
2747,False,1.0,0,False,1,8,3,29
2748,False,0.0,0,False,2,11,3,10
2749,False,1.0,0,False,4,4,3,42
2750,False,0.0,1,False,4,5,3,21
2751,False,0.0,0,False,2,4,1,95
2752,False,0.0,0,False,3,6,3,8
2753,False,0.0,0,False,4,8,1,305
2754,False,1.0,0,False,2,8,4,68
2755,False,1.0,0,False,4,8,3,275
2756,False,1.0,0,False,3,5,3,45
2757,False,1.0,0,False,4,8,3,327
2758,False,1.0,0,False,3,8,1,126
2759,False,0.0,1,False,1,6,4,3
2760,False,0.0,0,False,1,5,3,37
2761,False,0.0,0,False,3,8,1,27
2762,False,0.0,0,False,2,0,3,13
2763,False,1.0,1,False,2,5,3,36
2764,True,0.0,0,False,0,0,3,2
2765,False,1.0,0,False,3,11,3,87
2766,False,1.0,0,False,2,0,4,38
2767,False,1.0,0,False,4,11,3,31
2768,False,1.0,0,False,4,11,3,38
2769,False,0.0,0,False,2,8,3,31
2770,False,0.0,0,False,2,11,3,109
2771,True,0.0,0,False,0,8,1,3
2772,False,1.0,0,False,4,9,3,114
2773,False,1.0,0,False,3,11,4,26
2774,False,1.0,0,False,1,5,3,30
2775,False,0.0,0,False,1,8,3,2
2776,False,1.0,0,False,4,13,1,102
2777,True,0.0,1,False,0,4,1,51
2778,False,0.0,0,False,2,11,4,121
2779,False,0.0,1,False,2,0,1,30
2780,True,0.0,0,False,0,8,1,4
2781,False,0.0,0,False,2,4,3,33
2782,False,0.0,0,False,2,8,3,162
2783,False,0.0,0,False,4,11,3,45
2784,False,0.0,0,False,2,8,3,190
2785,False,1.0,0,False,2,8,3,41
2786,False,0.0,0,False,3,5,4,15
2787,False,0.0,0,False,4,8,1,16
2788,False,1.0,1,False,3,6,3,21
2789,False,1.0,0,False,4,8,3,154
2790,False,1.0,0,False,0,0,3,0
2791,False,0.0,0,False,4,8,3,44
2792,False,3.0,0,False,0,11,3,45
2793,False,1.0,0,False,3,6,4,52
2794,False,1.0,0,False,3,8,3,112
2795,False,0.0,0,False,3,6,3,10
2796,False,0.0,0,False,4,5,1,34
2797,False,0.0,1,False,4,5,4,67
2798,False,1.0,0,False,3,0,3,0
2799,False,0.0,0,False,2,4,3,9
2800,False,1.0,1,False,4,6,3,31
2801,False,1.0,0,False,3,0,3,22
2802,False,1.0,0,False,2,12,3,0
2803,False,0.0,0,False,1,0,3,32
2804,False,3.0,1,False,3,5,3,33
2805,True,0.0,0,False,0,5,1,0
2806,False,1.0,0,False,4,0,3,117
2807,False,1.0,0,False,3,0,3,71
2808,False,1.0,0,False,4,11,3,61
2809,False,0.0,0,False,3,8,3,15
2810,False,1.0,1,False,4,8,3,136
2811,False,1.0,0,False,3,8,4,43
2812,False,0.0,0,False,3,0,4,8
2813,False,1.0,0,False,4,8,3,244
2814,False,0.0,0,False,2,11,4,22
2815,False,0.0,0,False,2,8,1,166
2816,True,0.0,0,False,0,11,1,8
2817,False,0.0,0,False,3,11,3,44
2818,False,0.0,0,False,4,6,3,139
2819,False,0.0,0,False,2,5,1,87
2820,False,0.0,1,False,1,11,1,100
2821,False,1.0,0,False,3,0,3,16
2822,True,0.0,0,False,0,5,1,5
2823,False,1.0,0,False,2,0,3,17
2824,False,0.0,0,False,3,11,3,21
2825,False,0.0,0,False,1,0,1,8
2826,False,0.0,0,False,3,0,1,53
2827,False,0.0,0,False,1,12,1,2
2828,False,0.0,0,False,2,4,1,27
2829,False,1.0,0,False,2,6,3,15
2830,False,1.0,0,False,4,6,3,12
2831,False,0.0,0,False,4,5,4,94
2832,False,1.0,0,False,4,11,3,67
2833,False,0.0,0,False,1,12,3,8
2834,False,1.0,0,False,3,12,3,60
2835,False,1.0,0,False,4,8,1,28
2836,False,1.0,1,False,4,8,4,20
2837,False,0.0,0,False,2,5,1,46
2838,False,1.0,0,False,4,0,1,89
2839,False,1.0,0,False,2,13,3,66
2840,False,0.0,0,False,1,0,1,65
2841,False,1.0,0,False,3,11,1,37
2842,False,1.0,0,False,4,5,3,104
2843,False,1.0,0,False,4,0,4,273
2844,False,0.0,0,False,1,6,3,17
2845,False,0.0,0,False,0,11,1,28
2846,False,1.0,0,False,4,0,3,254
2847,False,1.0,1,False,2,8,4,13
2848,False,1.0,0,False,4,8,3,58
2849,False,0.0,0,False,0,0,1,43
2850,False,0.0,0,False,3,8,4,127
2851,False,1.0,0,False,3,10,3,176
2852,True,0.0,0,False,0,5,1,0
2853,False,1.0,1,False,1,8,3,25
2854,False,0.0,1,False,3,11,4,41
2855,False,0.0,0,False,3,0,4,18
2856,False,3.0,0,False,0,0,3,77
2857,False,0.0,0,False,3,5,3,37
2858,False,1.0,0,False,4,0,1,127
2859,False,0.0,0,False,1,5,1,45
2860,False,0.0,0,False,3,6,3,148
2861,False,1.0,0,False,4,0,4,39
2862,False,1.0,1,False,4,6,3,55
2863,False,1.0,0,False,3,5,4,51
2864,False,0.0,0,False,2,6,1,27
2865,True,0.0,0,False,0,0,1,3
2866,False,0.0,0,False,3,8,1,34
2867,False,0.0,1,False,0,11,4,15
2868,False,0.0,1,False,3,0,1,40
2869,False,0.0,0,False,1,0,1,87
2870,False,1.0,0,False,4,8,3,15
2871,False,0.0,0,False,1,0,3,2
2872,False,1.0,0,False,2,0,4,1
2873,False,1.0,0,False,4,11,4,69
2874,False,0.0,1,False,1,11,4,39
2875,False,1.0,0,False,4,0,1,38
2876,False,0.0,0,False,1,11,4,29
2877,False,0.0,0,False,2,8,1,55
2878,False,0.0,0,False,2,8,3,9
2879,False,0.0,0,False,4,8,3,74
2880,False,1.0,0,False,4,6,3,21
2881,False,1.0,0,False,1,6,3,32
2882,False,0.0,0,False,2,8,1,11
2883,False,1.0,0,False,2,5,3,27
2884,False,0.0,1,False,3,11,3,67
2885,True,0.0,0,False,0,0,1,25
2886,False,0.0,0,False,0,0,1,0
2887,False,0.0,0,False,1,6,4,8
2888,False,1.0,0,False,4,0,3,153
2889,False,0.0,0,False,1,0,3,0
2890,False,1.0,0,False,2,6,3,40
2891,False,0.0,0,False,3,0,3,10
2892,False,0.0,0,False,2,5,1,73
2893,False,0.0,0,False,3,11,1,67
2894,False,3.0,0,False,2,6,3,58
2895,False,3.0,0,False,2,6,3,44
2896,False,0.0,1,False,4,8,1,48
2897,False,0.0,0,False,2,11,4,15
2898,False,0.0,0,False,2,6,1,96
2899,False,0.0,0,False,3,6,4,45
2900,False,0.0,0,False,2,8,4,55
2901,False,1.0,0,False,4,0,3,116
2902,False,0.0,0,False,2,5,4,14
2903,False,0.0,0,False,4,8,1,16
2904,False,1.0,0,False,3,0,1,66
2905,False,1.0,1,False,4,6,3,11
2906,False,1.0,0,False,2,8,4,30
2907,False,0.0,0,False,2,0,4,20
2908,False,1.0,0,False,2,6,1,60
2909,False,0.0,1,False,2,8,3,40
2910,False,1.0,1,False,3,11,3,12
2911,False,0.0,0,False,2,0,3,41
2912,False,1.0,0,False,4,11,3,107
2913,False,0.0,1,False,3,8,3,26
2914,False,0.0,0,False,4,8,3,8
2915,False,0.0,0,False,1,13,1,0
2916,False,0.0,0,False,1,0,3,23
2917,False,1.0,0,False,4,5,3,115
2918,False,1.0,0,False,3,8,3,20
2919,False,1.0,0,False,4,0,4,31
2920,False,0.0,0,False,4,0,1,94
2921,True,0.0,0,False,2,0,1,0
2922,False,1.0,1,False,2,0,3,16
2923,False,1.0,0,False,4,0,4,63
2924,False,0.0,0,False,3,0,4,43
2925,False,0.0,0,False,1,5,4,32
2926,False,0.0,0,False,1,0,1,17
2927,False,1.0,0,False,4,8,3,92
2928,False,0.0,0,False,2,0,3,20
2929,False,0.0,1,False,2,4,4,19
2930,False,0.0,1,False,2,5,3,22
2931,False,1.0,0,False,1,8,4,7
2932,False,0.0,0,False,2,0,1,39
2933,False,0.0,0,False,2,8,1,47
2934,False,0.0,0,False,2,0,3,22
2935,False,0.0,0,False,3,8,4,48
2936,False,3.0,0,False,3,0,3,28
2937,False,0.0,0,False,2,6,4,9
2938,False,0.0,0,False,2,12,3,36
2939,False,1.0,1,False,2,8,3,33
2940,False,0.0,0,False,0,12,3,58
2941,False,0.0,1,False,3,11,4,30
2942,False,0.0,1,False,4,11,4,56
2943,False,1.0,1,False,0,4,3,1
2944,False,0.0,0,False,4,8,1,81
2945,False,0.0,0,False,3,11,1,105
2946,False,1.0,0,False,2,10,4,9
2947,False,1.0,0,False,4,11,3,140
2948,False,0.0,0,False,2,12,3,18
2949,False,0.0,0,False,3,0,1,6
2950,False,0.0,0,False,2,6,3,22
2951,False,0.0,0,False,2,6,1,26
2952,False,1.0,0,False,2,0,3,26
2953,False,0.0,0,False,2,8,1,88
2954,False,0.0,0,False,1,0,3,19
2955,True,0.0,0,False,0,0,3,1
2956,False,1.0,0,False,3,5,3,177
2957,False,1.0,0,False,3,5,3,25
2958,False,1.0,0,False,4,8,3,35
2959,False,0.0,0,False,3,11,4,71
2960,False,0.0,1,False,3,0,4,77
2961,False,0.0,0,False,2,0,3,19
2962,False,0.0,0,False,4,8,3,79
2963,True,0.0,0,False,0,0,1,2
2964,False,0.0,0,False,2,0,4,17
2965,False,0.0,0,False,3,0,3,24
2966,False,1.0,0,False,4,5,3,16
2967,False,0.0,0,False,2,5,4,22
2968,False,0.0,0,False,3,8,3,22
2969,False,0.0,0,False,1,5,1,56
2970,False,1.0,0,False,2,12,3,57
2971,False,0.0,0,False,1,5,1,45
2972,False,0.0,0,False,0,5,1,17
2973,False,1.0,0,False,2,11,4,0
2974,False,0.0,0,False,3,8,4,37
2975,False,0.0,0,False,4,5,1,30
2976,False,1.0,0,False,4,0,4,38
2977,False,0.0,0,False,3,4,3,39
2978,False,0.0,0,False,4,6,3,32
2979,False,0.0,0,False,1,5,3,16
2980,False,1.0,0,False,3,5,3,13
2981,False,0.0,1,False,2,12,1,24
2982,False,0.0,0,False,4,11,4,23
2983,False,0.0,0,False,3,11,4,24
2984,False,0.0,0,False,2,0,3,13
2985,False,0.0,0,False,2,5,1,22
2986,False,0.0,0,False,3,5,3,21
2987,False,0.0,1,False,4,13,3,8
2988,False,0.0,0,False,1,0,3,6
2989,False,1.0,0,False,1,11,4,12
2990,False,1.0,1,False,4,5,3,20
2991,False,0.0,0,False,4,0,4,0
2992,True,0.0,0,False,0,5,1,2
2993,False,0.0,0,False,3,4,1,5
2994,True,0.0,0,True,0,0,4,40
2995,True,0.0,0,False,0,0,4,3
2996,False,0.0,0,False,2,0,1,12
2997,False,3.0,1,False,2,8,4,0
2998,True,0.0,0,False,0,13,1,40
2999,True,0.0,0,True,0,0,1,40
3000,True,4.0,0,False,1,0,3,16
3001,True,4.0,0,False,1,0,3,18
3002,False,0.0,0,False,3,0,3,23
3003,False,1.0,1,False,4,5,3,81
3004,False,1.0,0,False,4,11,3,115
3005,False,1.0,1,False,2,8,4,76
3006,False,1.0,1,False,3,8,4,188
3007,False,0.0,0,False,4,6,3,50
3008,False,0.0,0,False,1,0,1,18
3009,False,1.0,0,False,4,11,3,66
3010,False,1.0,0,False,4,11,3,107
3011,False,1.0,0,False,3,8,3,49
3012,False,0.0,0,False,1,5,3,37
3013,False,1.0,0,False,3,6,4,4
3014,False,1.0,1,False,3,5,3,42
3015,False,0.0,0,False,3,11,3,60
3016,False,0.0,0,False,3,6,4,69
3017,False,0.0,0,False,2,8,3,34
3018,False,0.0,0,False,2,8,3,9
3019,False,0.0,0,False,4,5,3,53
3020,False,0.0,1,False,3,5,4,45
3021,True,0.0,0,False,3,11,3,0
3022,False,0.0,0,False,2,11,3,25
3023,False,1.0,0,False,2,8,3,15
3024,False,1.0,0,False,3,0,3,27
3025,False,0.0,0,False,3,5,4,55
3026,False,1.0,0,False,3,0,3,36
3027,False,0.0,0,False,3,8,3,6
3028,False,0.0,0,False,2,11,3,37
3029,False,0.0,0,False,3,12,3,88
3030,False,0.0,0,False,2,8,3,21
3031,False,1.0,0,False,3,8,3,298
3032,False,0.0,1,False,2,13,1,57
3033,False,0.0,1,False,1,5,4,18
3034,False,0.0,0,False,2,5,3,13
3035,False,1.0,1,False,2,11,3,232
3036,False,1.0,1,False,1,11,3,12
3037,False,1.0,0,False,3,8,3,310
3038,False,0.0,0,False,1,5,3,7
3039,False,1.0,0,False,4,8,1,79
3040,False,0.0,0,False,2,11,4,5
3041,False,0.0,0,False,4,6,3,48
3042,False,1.0,0,False,2,5,3,115
3043,False,0.0,0,False,1,0,3,61
3044,False,1.0,0,False,4,11,3,75
3045,True,0.0,0,False,1,5,1,22
3046,True,0.0,0,False,3,11,3,0
3047,False,0.0,0,False,1,5,4,63
3048,False,0.0,0,False,4,11,3,27
3049,False,1.0,0,False,2,8,3,31
3050,False,0.0,0,False,2,8,3,15
3051,False,1.0,0,False,3,11,4,31
3052,False,1.0,0,False,4,0,4,13
3053,False,1.0,0,False,2,8,3,33
3054,False,1.0,0,False,4,5,3,848
3055,False,1.0,0,False,3,8,3,33
3056,False,0.0,0,False,2,5,3,56
3057,False,1.0,0,False,4,11,3,33
3058,False,0.0,0,False,3,5,1,37
3059,False,1.0,0,False,2,8,5,69
3060,False,0.0,0,False,3,8,3,23
3061,False,0.0,0,False,4,6,1,92
3062,False,1.0,0,False,3,11,1,52
3063,False,0.0,0,False,3,8,3,52
3064,False,0.0,0,False,4,0,3,134
3065,False,1.0,0,False,3,8,3,68
3066,False,1.0,0,False,1,11,4,107
3067,False,1.0,0,False,2,0,4,56
3068,False,0.0,0,False,2,6,3,24
3069,False,0.0,0,False,3,6,4,23
3070,True,0.0,0,True,0,0,1,40
3071,False,0.0,0,False,1,5,3,77
3072,False,1.0,0,False,3,8,1,15
3073,False,3.0,0,False,4,12,3,33
3074,False,0.0,0,False,3,8,1,47
3075,False,0.0,0,False,2,8,3,54
3076,False,0.0,0,False,2,8,3,53
3077,False,0.0,0,False,4,0,3,2
3078,False,1.0,0,False,4,8,3,32
3079,False,0.0,0,False,3,11,4,38
3080,False,0.0,0,False,3,4,3,52
3081,False,0.0,0,False,2,5,3,103
3082,False,1.0,0,False,1,8,3,47
3083,False,1.0,0,False,2,11,3,24
3084,False,1.0,0,False,1,8,3,25
3085,False,0.0,0,False,3,5,3,34
3086,False,0.0,0,False,1,6,3,35
3087,False,0.0,0,False,1,8,1,35
3088,False,1.0,0,False,4,11,3,43
3089,False,0.0,0,False,2,8,3,43
3090,False,0.0,0,False,1,5,3,17
3091,False,1.0,0,False,4,11,1,23
3092,False,0.0,1,False,3,11,1,34
3093,False,0.0,0,False,2,5,3,41
3094,False,1.0,0,False,4,4,4,49
3095,False,0.0,0,False,2,11,3,28
3096,False,1.0,0,False,4,8,3,47
3097,False,1.0,0,False,1,10,3,55
3098,False,1.0,0,False,4,0,1,26
3099,False,0.0,0,False,3,11,4,44
3100,False,0.0,1,False,4,8,4,47
3101,False,0.0,0,False,3,8,1,33
3102,False,1.0,0,False,3,0,3,16
3103,False,0.0,0,False,4,5,4,64
3104,False,0.0,0,False,1,0,4,3
3105,True,0.0,0,False,0,6,1,4
3106,False,1.0,0,False,4,11,3,25
3107,False,0.0,0,False,1,8,3,91
3108,False,0.0,0,False,4,8,1,162
3109,True,0.0,0,False,2,11,3,20
3110,False,0.0,0,False,4,13,3,43
3111,False,0.0,1,False,1,11,3,4
3112,True,0.0,0,False,0,0,1,1
3113,True,0.0,0,False,3,6,1,5
3114,False,1.0,0,False,2,4,3,10
3115,False,0.0,0,False,4,0,1,154
3116,False,1.0,0,False,4,11,3,105
3117,False,0.0,0,False,2,4,4,90
3118,False,0.0,1,False,3,13,1,29
3119,False,1.0,0,False,4,5,3,193
3120,False,0.0,0,False,2,4,3,24
3121,False,0.0,0,False,2,0,3,2
3122,False,0.0,0,False,1,4,3,40
3123,False,1.0,0,False,4,11,3,50
3124,False,0.0,0,False,2,0,3,3
3125,False,1.0,0,False,1,6,3,10
3126,False,0.0,0,False,0,11,3,29
3127,False,0.0,0,False,2,8,1,22
3128,False,0.0,0,False,4,11,3,58
3129,False,0.0,0,False,2,8,3,78
3130,False,0.0,0,False,2,8,3,48
3131,False,0.0,0,False,1,8,3,77
3132,False,0.0,0,False,4,11,1,64
3133,True,0.0,0,False,0,0,1,3
3134,False,0.0,0,False,2,5,3,51
3135,False,1.0,0,False,0,6,3,59
3136,False,1.0,0,False,2,8,3,21
3137,False,0.0,0,False,4,4,1,115
3138,False,1.0,1,False,4,11,3,112
3139,False,1.0,1,False,4,11,4,94
3140,False,1.0,0,False,2,10,3,80
3141,False,0.0,0,False,1,6,4,20
3142,False,1.0,0,False,4,11,3,94
3143,False,0.0,1,False,1,5,1,38
3144,False,0.0,0,False,3,6,1,35
3145,False,1.0,0,False,4,8,3,150
3146,False,0.0,1,False,3,13,3,19
3147,False,0.0,0,False,3,0,3,7
3148,True,0.0,0,False,3,5,1,5
3149,True,0.0,0,False,2,11,1,2
3150,False,1.0,0,False,2,5,4,27
3151,False,0.0,0,False,1,11,1,10
3152,False,0.0,0,False,4,5,3,44
3153,False,0.0,0,False,2,8,4,15
3154,False,0.0,0,False,4,0,4,27
3155,False,1.0,0,False,3,0,4,35
3156,False,0.0,0,False,2,8,3,149
3157,False,0.0,0,False,2,5,1,15
3158,True,0.0,0,False,4,5,1,1
3159,False,0.0,0,False,4,4,3,11
3160,False,1.0,0,False,4,0,3,72
3161,False,0.0,0,False,3,11,1,25
3162,False,1.0,0,False,2,8,3,90
3163,False,0.0,0,False,4,0,3,17
3164,False,0.0,0,False,3,8,3,17
3165,False,1.0,0,False,1,8,3,8
3166,False,0.0,0,False,1,6,3,20
3167,False,0.0,0,False,3,5,1,13
3168,False,0.0,0,False,2,4,3,20
3169,False,1.0,0,False,2,6,1,7
3170,False,1.0,0,False,2,8,3,77
3171,False,0.0,0,False,1,6,1,9
3172,False,0.0,0,False,2,5,4,218
3173,True,0.0,0,False,1,5,3,11
3174,False,0.0,0,False,3,11,1,45
3175,False,1.0,1,False,4,12,4,41
3176,False,0.0,1,False,1,5,3,10
3177,True,0.0,0,False,4,0,1,5
3178,False,3.0,0,False,2,6,1,43
3179,False,1.0,0,False,4,8,3,60
3180,False,0.0,0,False,1,0,3,32
3181,False,0.0,0,False,3,8,4,47
3182,False,0.0,0,False,4,4,1,39
3183,False,1.0,0,False,3,8,3,44
3184,False,1.0,0,False,2,4,4,26
3185,False,1.0,0,False,3,8,3,153
3186,False,1.0,0,False,4,11,3,128
3187,False,1.0,1,False,2,8,4,41
3188,False,0.0,0,False,2,5,4,28
3189,False,0.0,1,False,2,8,1,28
3190,False,0.0,0,False,1,11,4,67
3191,False,1.0,0,False,0,11,1,173
3192,False,0.0,0,False,2,8,4,22
3193,False,0.0,0,False,2,8,4,18
3194,False,1.0,0,False,2,6,3,23
3195,False,1.0,1,False,4,11,3,25
3196,False,0.0,0,False,2,5,1,55
3197,True,0.0,0,True,0,0,1,40
3198,True,0.0,0,False,0,13,1,2
3199,False,0.0,0,False,1,11,3,137
3200,False,1.0,1,False,4,9,4,192
3201,False,3.0,0,False,2,13,3,18
3202,False,0.0,0,False,4,11,3,50
3203,False,0.0,0,False,4,0,3,1
3204,False,1.0,0,False,3,0,4,96
3205,False,1.0,0,False,4,0,3,204
3206,False,1.0,0,False,4,11,3,57
3207,False,1.0,0,False,2,0,3,1
3208,False,0.0,0,False,4,0,3,27
3209,False,1.0,0,False,3,11,3,34
3210,False,1.0,0,False,2,8,4,59
3211,False,0.0,0,False,3,6,3,229
3212,False,1.0,1,False,4,8,3,95
3213,False,0.0,0,False,4,11,1,16
3214,False,1.0,0,False,2,8,3,72
3215,False,0.0,0,False,2,11,3,42
3216,False,0.0,0,False,1,6,3,7
3217,False,0.0,0,False,3,5,3,1
3218,True,1.0,1,False,0,6,3,23
3219,False,0.0,1,False,3,5,4,37
3220,False,0.0,0,False,2,6,3,40
3221,False,0.0,0,False,3,5,3,18
3222,False,0.0,0,False,3,11,3,66
3223,False,0.0,1,False,2,12,4,40
3224,False,0.0,0,False,0,11,1,217
3225,False,0.0,0,False,2,10,1,35
3226,False,0.0,0,False,0,11,3,39
3227,False,1.0,0,False,3,8,3,44
3228,False,0.0,0,False,2,5,4,6
3229,False,1.0,1,False,4,8,4,49
3230,False,0.0,0,False,1,8,3,14
3231,False,0.0,1,False,1,0,4,29
3232,False,0.0,0,False,2,4,3,57
3233,False,1.0,0,False,3,8,3,23
3234,False,0.0,0,False,1,0,3,7
3235,False,0.0,1,False,3,5,4,22
3236,True,0.0,0,False,0,5,4,1
3237,True,0.0,0,False,0,0,4,0
3238,False,1.0,0,False,2,8,3,129
3239,False,0.0,0,False,3,8,3,150
3240,False,0.0,0,False,2,13,1,53
3241,False,0.0,0,False,2,8,4,22
3242,False,0.0,0,False,2,11,4,20
3243,False,1.0,0,False,3,0,1,30
3244,False,1.0,0,False,2,5,1,48
3245,False,1.0,1,False,3,10,1,119
3246,False,0.0,0,False,3,5,3,52
3247,False,0.0,1,False,4,0,3,32
3248,False,1.0,0,False,0,8,3,20
3249,False,0.0,0,False,1,8,1,17
3250,True,0.0,0,False,0,11,1,0
3251,False,1.0,0,False,4,0,1,202
3252,False,1.0,0,False,4,6,4,88
3253,False,1.0,0,False,4,4,3,125
3254,False,0.0,0,False,3,5,1,56
3255,False,0.0,0,False,3,6,3,11
3256,False,0.0,0,False,1,5,3,0
3257,False,0.0,0,False,4,13,1,140
3258,False,1.0,0,False,2,8,3,37
3259,True,0.0,0,False,0,8,1,2
3260,False,0.0,0,False,2,8,4,21
3261,False,0.0,0,False,2,5,3,11
3262,False,0.0,0,False,2,8,4,14
3263,False,1.0,1,False,4,5,3,48
3264,False,0.0,1,False,2,6,3,33
3265,False,0.0,0,False,2,11,4,1
3266,True,0.0,0,False,1,5,1,37
3267,False,1.0,0,False,4,10,3,190
3268,True,0.0,0,False,0,0,3,4
3269,True,0.0,0,False,0,11,1,74
3270,False,0.0,0,False,1,5,1,80
3271,False,0.0,0,False,3,6,3,21
3272,False,0.0,0,False,3,0,3,10
3273,False,0.0,0,False,3,6,4,16
3274,False,0.0,0,False,2,5,1,15
3275,False,0.0,0,False,4,6,1,28
3276,False,1.0,0,False,4,5,3,156
3277,False,0.0,0,False,4,4,3,25
3278,False,1.0,1,False,2,8,3,44
3279,False,1.0,0,False,4,8,3,99
3280,False,1.0,0,False,1,5,3,64
3281,False,0.0,1,False,4,6,3,19
3282,False,3.0,0,False,4,13,3,101
3283,False,0.0,0,False,3,12,3,56
3284,False,1.0,1,False,4,8,4,64
3285,False,1.0,0,False,3,11,3,81
3286,False,1.0,0,False,3,8,3,139
3287,False,1.0,0,False,4,11,4,42
3288,False,0.0,0,False,4,8,1,132
3289,False,0.0,0,False,3,8,3,56
3290,True,0.0,0,False,0,0,1,0
3291,False,0.0,0,False,1,13,4,36
3292,False,1.0,0,False,1,5,4,143
3293,False,1.0,0,False,0,8,3,5
3294,False,0.0,0,False,3,5,3,25
3295,False,0.0,1,False,3,8,4,24
3296,False,0.0,0,False,2,6,3,8
3297,False,1.0,0,False,3,11,3,37
3298,False,0.0,0,False,3,11,1,12
3299,False,0.0,0,False,3,11,1,122
3300,False,1.0,1,False,4,5,4,17
3301,False,0.0,0,False,2,6,4,24
3302,False,0.0,0,False,3,8,3,43
3303,False,1.0,0,False,3,8,3,57
3304,False,0.0,0,False,3,13,1,99
3305,False,1.0,0,False,1,11,3,35
3306,False,1.0,0,False,2,0,4,37
3307,False,1.0,0,False,3,8,3,20
3308,False,0.0,0,False,3,0,3,88
3309,True,0.0,0,False,0,0,1,9
3310,False,0.0,0,False,0,0,3,88
3311,False,0.0,0,False,1,6,4,67
3312,False,1.0,0,False,1,8,4,19
3313,False,0.0,0,False,3,11,3,48
3314,False,0.0,0,False,1,12,3,67
3315,False,1.0,0,False,4,12,3,78
3316,False,1.0,0,False,4,6,4,98
3317,False,0.0,0,False,2,0,3,25
3318,False,0.0,0,False,3,0,4,17
3319,False,0.0,0,False,1,5,4,35
3320,False,0.0,0,False,4,8,4,33
3321,False,0.0,0,False,4,4,3,80
3322,False,1.0,0,False,3,0,3,138
3323,False,0.0,0,False,2,6,1,37
3324,False,1.0,0,False,3,0,1,17
3325,False,0.0,0,False,3,6,3,6
3326,True,0.0,1,False,0,6,3,62
